month,VolumeTo
52544-08,853242253.6158236
52547-05,669779541.8872833
52550-02,786344325.8552314
52552-10,987817017.3186324
52555-07,1105757335.5281618
52558-04,641127593.2614517
52561-01,658084242.6797222
52563-10,861433645.4244397
52566-07,746479211.7155949
52569-04,767005529.2821208
52571-12,489087264.3602809
52574-09,483708602.8963804
52577-06,1009169063.3832128
52580-03,1049615697.1379416
52582-12,743303608.0999826
52585-09,809611114.2132485
52588-06,702273220.6964157
52591-03,667446824.0641296
52593-11,489731524.6369436
52596-08,1026883452.894772
52599-05,920402307.1768104
52602-02,870612801.5295693
52604-11,543576025.0485107
52607-08,755451999.6540914
52610-05,504305451.410864
52613-01,440406018.65187865
52615-10,542298951.538298
52618-07,797034671.6452801
52621-04,615452789.9673375
52624-01,717474981.6640126
52626-10,525606229.654251
52629-06,379228275.2707224
52632-03,501375342.93503886
52634-12,646723855.5714536
52637-09,928047313.4889666
52640-06,1005391012.1338753
52643-03,1325106403.3158674
52645-12,959925718.3512752
52648-08,917578408.8761182
52651-05,574903000.2351745
52654-02,634278537.8151095
52656-11,742947901.9712393
52659-08,503082625.2147909
52662-05,602390078.4922807
52665-02,451241002.66033614
52667-10,366912671.4437269
52670-07,455338605.3291489
52673-04,706175591.3866128
52676-01,666457161.1491377
52678-10,708644989.4830699
52681-07,605010288.7799246
52684-04,516147935.6692284
52686-12,423651901.1577304
52689-09,426815210.75551224
52692-06,751020795.2358837
52695-03,460362500.7284081
52697-12,539362015.157462
52700-09,604520870.055638
52703-06,512647249.14932007
52706-02,304511477.68085533
52708-11,327169249.4549957
52711-08,544463219.5978093
52714-05,449345822.46022886
52717-02,425279696.28526336
52719-11,652168989.4617349
52722-08,526864379.3093653
52725-04,235160884.60853615
52728-01,246252050.90681073
52730-10,364158510.23798054
52733-07,520051256.0821992
52736-04,348298562.85686266
52739-01,559311760.4414803
52741-10,530822321.51623464
52744-06,494785212.2308736
52747-03,329927755.03808504
52749-12,604779845.7920177
52752-09,482663390.72403574
52755-06,472007015.72093433
52758-03,556436445.5576282
52760-11,553211001.6122569
52763-08,253582775.96265447
52766-05,266150824.34809864
52769-02,550728683.7992793
52771-11,737425592.0819716
52774-08,1437122186.6339955
52777-05,905778888.8702904
52780-01,650680239.1101469
52782-10,468299521.7696653
52785-07,502672049.2290516
52788-04,794395722.4533454
52791-01,1085214437.7511137
52793-10,1263487952.9951568
52796-07,997867948.8609744
52799-03,946818817.5575092
52801-12,927048458.5423616
52804-09,499124369.0753264
52807-06,873629993.8313928
52810-03,1009402087.7104616
52812-12,1293872665.4179618
52815-09,2131865609.2908912
52818-05,1909660728.8229203
52821-02,1536510177.0914736
52823-11,998031373.8397804
52826-08,1670447935.514179
52829-05,943615126.0891504
52832-02,1226425496.3618553
52834-11,1628755508.6741984
52837-07,1230358611.1248894
52840-04,944765868.609419
52843-01,696651729.7452534
52845-10,1335728013.9057603
52848-07,1982752071.450512
52851-04,2663337935.500298
52854-01,1656794228.8537636
52856-09,1623135138.5910714
52859-06,1413641591.284171
52862-03,1497662550.0540428
52864-12,1529064319.6694436
52867-09,2145301450.4579408
52870-06,1774870796.288233
52873-03,3127314143.1045747
52875-11,1446670351.435088
52878-08,1128061605.107225
52881-05,996743798.8649216
52884-02,2205929119.505336
52886-11,2446070334.8287983
52889-08,1436895344.8259497
52892-05,1286548310.8267057
52895-01,1358079975.025498
52897-10,813445434.1308142
52900-07,709558933.5829058
52903-04,793517668.6839459
52906-01,1160658077.404659
52908-10,1450130664.0645845
52911-07,966149529.000607
52914-03,1301081647.3079
52916-12,915552835.9061832
52919-09,1083520569.094854
52922-06,906101687.739595
52925-03,1196361527.9258018
52927-12,2325135958.6418405
52930-08,4196645567.4258766
52933-05,1820875361.294598
52936-02,2018969878.8868675
52938-11,1810862074.730308
52941-08,2035446293.9289708
52944-05,2010758620.2435267
52947-02,2797688007.071879
52949-10,1602394244.0767715
52952-07,1919766316.667737
52955-04,2496533065.175581
52958-01,4028928683.882025
52960-10,2151806808.5743523
52963-07,1851617219.7682345
52966-04,2683953237.460271
52968-12,2173600125.4200735
52971-09,1582526989.1618726
52974-06,4073842163.67154
52977-03,4057598425.492016
52979-12,4429010349.695345
52982-09,3743617144.6469154
52985-06,4431954248.519615
52988-02,5062569943.383372
52990-11,5568443208.731365
52993-08,3054779029.1617765
52996-05,4604034729.507071
52999-02,8426879770.740009
53001-11,4651302423.484116
53004-08,4322876606.419625
53007-04,3974826638.1450887
53010-01,4371588898.681637
53012-10,3178840336.1492844
53015-07,2843103040.240664
53018-04,2554843260.524399
53021-01,2935348499.344214
53023-10,3126721093.520776
53026-06,4281220573.9354296
53029-03,4483295872.022273
53031-12,2089098295.758437
53034-09,1864609665.3657017
53037-06,2958759288.5635686
53040-03,2708545364.494641
53042-12,2958081421.641559
53045-08,2953553214.065682
53048-05,8195593336.228466
53051-02,2884500062.938079
53053-11,2289641045.7580123
53056-08,2791776658.0056057
53059-05,2716321896.3176084
53062-01,2951232788.1843047
53064-10,3452669022.153292
53067-07,2509278291.7515864
53070-04,3922095148.92815
53073-01,3256521384.2406106
53075-10,5881536976.635699
53078-07,5386255398.017187
53081-04,4431650130.251104
53083-12,4185630934.4108953
53086-09,4080571908.9676614
53089-06,3007710147.41816
53092-03,3584808348.834733
53094-12,3782219060.664722
53097-09,4349983777.692368
53100-06,4365831514.815297
53103-02,3149973077.4874654
53105-11,4251167827.6842465
53108-08,4551890859.8512745
53111-05,3317998263.3478885
53114-02,7213386720.436797
53116-11,8215839131.243385
53119-08,4574033001.379536
53122-04,4152188728.1416154
53125-01,5086374532.734615
53127-10,3105897438.550972
53130-07,3708359965.45458
53133-04,4057515794.865728
53136-01,3120472069.909453
53138-09,4109521257.5407
53141-06,4079837240.8567615
53144-03,3727133104.837311
53146-12,2143910705.2915032
53149-09,2778875909.4491262
53152-06,3400847931.036074
53155-03,3861450964.654904
53157-11,4700197563.359213
53160-08,4612366201.00222
53163-05,4162054726.378839
53166-02,4933383453.245977
53168-11,3176397573.8846426
53171-08,5874241052.093372
53174-05,4304259207.645101
53177-01,3960992972.154291
53179-10,3900885761.2128057
53182-07,3052711147.9349246
53185-04,2616535093.051585
53188-01,2774223129.62381
53190-10,3527479514.3256526
53193-07,3264650774.817461
53196-03,4583159614.046461
53198-12,4536327184.957861
53201-09,3397036140.751637
53204-06,2767070175.861931
53207-03,2178777329.4452167
53209-12,3877131109.734646
53212-09,3221944107.4550304
53215-05,3575976083.804576
53218-02,2789238879.943373
53220-11,2811159761.2684674
53223-08,2783151686.164537
53226-05,2380139010.730232
53229-02,3155214764.164485
53231-11,3166911557.1481576
53234-07,4053294016.484514
53237-04,2531779682.552427
53240-01,2378340697.289584
53242-10,4197138552.4690337
53245-07,2462032926.617981
53248-04,3393042867.871467
53250-12,5154877375.389618
53253-09,5239081228.156977
53256-06,3248931738.293182
53259-03,5647292669.615493
53261-12,3605701810.675047
53264-09,6949379727.429153
53267-06,4398619580.647143
53270-03,4037701391.6195264
53272-11,3704549578.697303
53275-08,5594983857.318092
53278-05,6571097317.467918
53281-02,2762081002.878663
53283-11,2867858315.18732
53286-08,4555688503.3973875
53289-04,2949719328.3669896
53292-01,3020242787.5066776
53294-10,2823220335.476041
53297-07,3808187372.73938
53300-04,2460342954.842521
53303-01,2089763230.439627
53305-10,3337604542.6273804
53308-06,4705402064.300976
53311-03,4327994296.151437
53313-12,3992289527.7370977
53316-09,4239374487.474772
53319-06,4079553831.988064
53322-03,4043552701.506599
53324-12,5131782639.966137
53327-08,3583030654.7630196
53330-05,5476115093.110468
53333-02,7303694688.601401
53335-11,4015904915.407911
53338-08,4350775846.517358
53341-05,5367497608.115901
53344-02,7346755531.933857
53346-10,5146670282.547901
53349-07,13477694934.871796
53352-04,8019897067.17622
53355-01,7713346610.274127
53357-10,4730567647.6744
53360-07,7431242463.203841
53363-04,5996773032.151344
53365-12,4253519579.378729
53368-09,4113717505.2635546
53371-06,3361413526.0535436
53374-03,4926260941.933613
53376-12,3949843335.322595
53379-09,2601994948.148242
53382-06,3406047734.831128
53385-02,2973928300.375587
53387-11,2523462575.688438
53390-08,2930945325.709207
53393-05,3379399754.9305224
53396-02,2560547116.8364058
53398-11,1711857075.0471697
53401-08,2755673601.7139134
53404-04,4030784324.609684
53407-01,4794741674.438823
53409-10,4062957162.3643
53412-07,2903043643.3100724
53415-04,3132387326.5375137
53418-01,3208991521.63768
53420-10,4320307646.765389
53423-06,3247746713.62741
53426-03,3450556041.6005836
53428-12,3065622530.039886
53431-09,3507868126.3062024
53434-06,2453817534.777169
53437-03,3124634336.840761
53439-12,5545926077.788067
53442-08,6406159197.076789
53445-05,4282250433.919445
53448-02,2925373222.105977
53450-11,3846120542.6572967
53453-08,3376415451.7931237
53456-05,3199980157.750333
53459-01,2837122779.5244017
53461-10,3233947791.863388
53464-07,2688939291.095673
53467-04,2410809595.390457
53470-01,1870193042.3935368
53472-10,1478423023.5034828
53475-07,1544458212.3926332
53478-03,2183406257.493829
53480-12,1991691100.9482656
53483-09,1857658028.4808035
53486-06,2304973020.298715
53489-03,1562958239.3913765
53491-12,1171790111.0829952
53494-09,1070033013.1920449
53497-05,1620646741.334963
53500-02,1348583017.0103433
53502-11,1515692074.9875476
53505-08,1652077965.4365597
53508-05,1538342711.579657
53511-02,1072815966.3363076
53513-11,1140964365.6466017
53516-07,1470563281.9365027
53519-04,1821230700.020391
53522-01,2603140706.0822244
53524-10,1482763544.9505365
53527-07,1631947003.0730464
53530-04,1625046258.436552
53533-01,1646935552.8055446
53535-09,5832475057.065676
53538-06,3335658261.9955463
53541-03,4040889461.661528
53543-12,2154190697.3453183
53546-09,2939833541.3815365
53549-06,1868285510.8846784
53552-03,2227567271.4878654
53554-11,2010928003.594409
53557-08,2195360658.5673285
53560-05,2028792778.184805
53563-02,3314527738.3397326
53565-11,3148022459.9161587
53568-08,3197407326.0367928
53571-05,3074924734.87934
53574-01,3362870286.2581177
53576-10,2452485823.9336543
53579-07,2432788769.8326964
53582-04,2478758524.864176
53585-01,2239435701.1177917
53587-10,2166461458.668249
53590-07,1950753713.2121248
53593-03,2462127629.6090236
53595-12,2616339597.9157424
53598-09,2439673265.947117
53601-06,2416320067.133769
53604-03,2721131744.277817
53606-12,2290966131.3761606
53609-08,1807169840.1691716
53612-05,2616721363.6851716
53615-02,2486079315.564424
53617-11,2149442271.5264206
53620-08,2333900030.229628
53623-05,2007071230.2199953
53626-02,1303966035.7705495
53628-10,1588661416.3603797
53631-07,1932344430.9239264
53634-04,2303799571.3822727
53637-01,2386074445.4158525
53639-10,2704192314.674689
53642-07,2949574478.071738
53645-04,1733527136.444259
53647-12,2049212025.844659
53650-09,2549290983.0568776
53653-06,6004105772.870442
53656-03,3000605793.938961
53658-12,2351862983.5182405
53661-09,2243698626.039517
53664-06,1380370764.0127168
53667-02,1464780920.2199812
53669-11,2930668118.2616343
53672-08,2072259519.06192
53675-05,2056996398.8439617
53678-02,1948447232.9107175
53680-11,1637122049.4128375
53683-08,1491461627.9514225
53686-04,1421642879.4932065
53689-01,3457139274.3000712
53691-10,3551997786.6903553
53694-07,2482639471.907596
53697-04,2147211305.482089
53700-01,3596718231.050549
53702-10,1428238748.2095258
53705-06,2124657079.2797763
53708-03,1728912299.8034244
53710-12,1816305387.838858
53713-09,1399625476.0563762
53716-06,2005486003.5646772
53719-03,3076094886.5924745
53721-12,1459064880.5324447
53724-08,1482764462.1905773
53727-05,2258464361.1263566
53730-02,2618101829.017722
53732-11,4236927265.3815217
53735-08,2983143121.088643
53738-05,2522087625.0940795
53741-01,3024862790.6955924
53743-10,4923958325.389875
53746-07,2994673617.7236485
53749-04,3017210682.8859496
53752-01,3123307687.477303
53754-10,2481915791.591235
53757-07,4959389368.726733
53760-04,2173374058.808911
53762-12,2371696294.797305
53765-09,3195091233.4205527
53768-06,3370863940.269437
53771-03,3362878816.4045925
53773-12,4407757970.879756
53776-09,3229377744.311425
53779-06,1686121722.2187824
53782-02,1889694558.9504948
53784-11,2309339650.10938
53787-08,2492606133.3189454
53790-05,3688306192.972418
53793-02,3677629851.059607
53795-11,2706090987.3096256
53798-07,1937860260.4380624
53801-04,2396556477.343494
53804-01,2737282804.738131
53806-10,2909221038.40065
53809-07,2713389500.4663587
53812-04,2218138026.7045407
53815-01,1943346371.470386
53817-09,1556774943.5537283
53820-06,1585744720.199772
53823-03,3575716171.0442996
53825-12,3014326962.087268
53828-09,4335575752.805223
53831-06,2415537333.57771
53834-03,2844286547.504041
53836-11,1442441613.5983922
53839-08,1658473781.2937696
53842-05,2460915922.876128
53845-02,4705744041.299647
53847-11,2767802055.200423
53850-08,3644824179.1448526
53853-05,2896189975.910774
53856-01,1982718831.1570768
53858-10,1886578154.5167084
53861-07,2968622334.137657
53864-04,2837210673.4885187
53867-01,2246374244.330568
53869-10,2455658857.7005925
53872-07,3649353860.4295673
53875-03,1623173123.4917314
53877-12,1982198373.5328348
53880-09,2313371348.113543
53883-06,2823644073.0219045
53886-03,2584928714.0757422
53888-12,2127110102.107309
53891-09,3246198505.9468513
53894-05,5495712061.978532
53897-02,2231486105.843912
53899-11,2851528919.1795363
53902-08,1950573500.2086656
53905-05,1925458787.114752
53908-02,1841474998.89511
53910-11,2135023722.853152
53913-07,1397524635.5814018
53916-04,1292315883.6245537
53919-01,2423888500.7903047
53921-10,1887427362.4740963
53924-07,2487012309.091549
53927-04,1551200654.0527449
53930-01,2015966349.5161328
53932-09,1165205135.7008429
53935-06,1384958598.3627698
53938-03,1663363117.8304534
53940-12,1827234149.05988
53943-09,1322418595.3337295
53946-06,1738129830.7814522
53949-03,1616919305.7036664
53951-11,971491029.130824
53954-08,1132200241.5624182
53957-05,1471423612.091862
53960-02,2242102220.9310036
53962-11,1873785571.2732968
53965-08,1428755720.453203
53968-05,1650715977.918517
53971-01,924155159.5834864
53973-10,866610995.5633582
53976-07,1292203508.3256547
53979-04,1649170424.1276135
53982-01,2334288544.645448
53984-10,1674466154.4383326
53987-07,2293851015.4652367
53990-03,1367233494.827767
53992-12,952830064.5125848
53995-09,2088111339.5055964
53998-06,1574803608.9600787
54001-03,1470906437.7120714
54003-12,1515944525.4954946
54006-08,1392000443.3501673
54009-05,946488263.548448
54012-02,887203134.0531468
54014-11,1169381684.4668436
54017-08,1228459687.3994458
54020-05,1327478459.1602297
54023-02,1784801200.4044871
54025-10,3405501703.2219367
54028-07,3207531048.0306516
54031-04,1572414639.0428774
54034-01,3192041586.10319
54036-10,1799224214.4997392
54039-07,2627491976.6908574
54042-04,1925920128.3436608
54044-12,1560203931.220128
54047-09,989652386.9966494
54050-06,812750216.6010319
54053-03,1386754529.0295446
54055-12,1334266166.7099986
54058-09,1353093948.9776013
54061-06,1179502838.6566265
54064-02,2526572562.0582848
54066-11,1349805515.9300363
54069-08,934168802.8801152
54072-05,2204523609.9033957
54075-02,2847485971.4977336
54077-11,1512500139.1430995
54080-08,2772188373.2227836
54083-04,1937866768.5059533
54086-01,1123136004.7237244
54088-10,750533311.6529565
54091-07,1436927831.4445865
54094-04,1672855933.625659
54097-01,1250973502.301845
54099-10,1993400162.948067
54102-06,1765622365.952756
54105-03,721960636.0646691
54107-12,1293216601.4518795
54110-09,2382027320.8617606
54113-06,2010628230.754918
54116-03,1665486687.2399373
54118-12,4335107392.009488
54121-08,2197889580.2826686
54124-05,1152621719.69438
54127-02,1780512702.886402
54129-11,2975160226.168985
54132-08,2701611023.69432
54135-05,2550792948.288624
54138-01,2192152097.925188
54140-10,2527001270.7194686
54143-07,1187689935.0879936
54146-04,1542258009.6292188
54149-01,2449362161.7015386
54151-10,2149652714.804345
54154-07,2797240840.960747
54157-03,2854310740.8076735
54159-12,2305825015.6010857
54162-09,939663387.3149892
54165-06,1268441605.1866877
54168-03,1821922588.4472065
54170-12,1796571984.458497
54173-09,3552563766.3655386
54176-05,1521083189.7108624
54179-02,1862337033.4847207
54181-11,1216709156.4428055
54184-08,1273880705.2502496
54187-05,1618789548.0684211
54190-02,2525975507.8012
54192-11,1725787170.5823965
54195-07,2436258223.622338
54198-04,2421153187.6604123
54201-01,1022802857.60941
54203-10,1907019662.3441496
54206-07,2789898402.616576
54209-04,1748600385.4502351
54212-01,1932152559.8831124
54214-09,2262485160.568584
54217-06,2556532890.870311
54220-03,1721690754.4393935
54222-12,1550999693.0508049
54225-09,2053434523.8685389
54228-06,1951668192.92951
54231-03,2700644700.890392
54233-11,1623879486.6600313
54236-08,1830699971.611312
54239-05,759274586.6137776
54242-02,971459737.5009404
54244-11,2602039073.0150447
54247-08,2309514071.5938725
54250-05,1677171454.091079
54253-01,1494726286.01801
54255-10,966888436.8162508
54258-07,638275503.9141085
54261-04,803414248.9836986
54264-01,2153574975.9131336
54266-10,1472363265.362188
54269-07,1697039284.0853004
54272-03,2476061417.8872576
54274-12,1870172362.4022496
54277-09,804677022.9078971
54280-06,1056336243.0198607
54283-03,2470071005.2401423
54285-12,2615206861.8349133
54288-08,2218523642.4263873
54291-05,2223808385.806376
54294-02,2006135662.8559997
54296-11,1354900532.1335113
54299-08,1478259271.913873
54302-05,2058450718.2963235
54305-02,1539320434.2647235
54307-11,2438553987.4535437
54310-07,3329684235.963952
54313-04,2466507512.182029
54316-01,1222539413.6400983
54318-10,2498365159.9945807
54321-07,6166367111.275724
54324-04,5179856929.47993
54326-12,6300295994.553138
54329-09,5795451310.945577
54332-06,2956855804.856112
54335-03,1501483453.5008905
54337-12,1401499926.2304175
54340-09,2185567735.6820626
54343-06,1715109131.0802064
54346-03,1762843836.126938
54348-11,2014360135.785272
54351-08,1800589029.270878
54354-05,616194663.9792111
54357-02,1082530816.0162497
54359-11,1914305818.074519
54362-08,1740257602.3067698
54365-04,1771708175.0718915
54368-01,2759055410.397752
54370-10,2626515958.5034895
54373-07,994674257.5679232
54376-04,804777532.6497605
54379-01,2980527582.467496
54381-10,1981259117.011546
54384-06,3171191028.249736
54387-03,1711652906.191896
54389-12,1615616950.7143807
54392-09,760874329.4663155
54395-06,691201528.1600257
54398-03,2149499896.9349375
54400-12,3347397952.730591
54403-08,2087270428.3470397
54406-05,1399839073.774508
54409-02,2255866294.494887
54411-11,1892007188.0756
54414-08,2551767136.3295846
54417-05,6192246037.404873
54420-02,4136108699.025428
54422-10,4249276481.256697
54425-07,2130037160.0626109
54428-04,1796575392.5507207
54431-01,3726639821.6961513
54433-10,2487561781.535987
54436-07,2220396381.7426524
54439-04,2198596137.3432837
54441-12,1872204589.2375815
54444-09,1710694866.4572449
54447-06,1635129191.170251
54450-03,1093873137.974752
54452-12,1139258367.162915
54455-09,1354369225.8404648
54458-06,1321862977.9315486
54461-02,1556549790.0089242
54463-11,1808994369.031444
54466-08,2197016369.969529
54469-05,888415536.8730664
54472-02,980255891.3952552
54474-11,1470987695.521582
54477-07,1919950110.1674304
54480-04,1665481948.0096316
54483-01,1783224085.72368
54485-10,8781330156.61243
54488-07,3857190523.494272
54491-04,4062794310.272033
54494-01,2813718031.1093426
54496-09,2754215439.3324776
54499-06,4096306063.801935
54502-03,3526210098.2850437
54504-12,2984339734.3532705
54507-09,2539616922.7986083
54510-06,2511251392.576525
54513-03,5263396811.539256
54515-11,5954419902.221928
54518-08,5631801151.220376
54521-05,4232411759.395025
54524-02,3981394766.2280574
54526-11,2745262660.6777816
54529-08,2610817967.163939
54532-05,3954002948.5472584
54535-01,3738774849.3577113
54537-10,4614909656.6957855
54540-07,5511388547.615389
54543-04,4733780641.305037
54546-01,3634601094.96542
54548-10,3028386330.644831
54551-07,3346371889.6521215
54554-03,3631020649.22638
54556-12,3385430753.8050184
54559-09,3537434334.434649
54562-06,4046435951.354509
54565-03,1944693656.706568
54567-12,2051763044.5523689
54570-09,4078052110.543129
54573-05,3347110918.907211
54576-02,4918825599.489632
54578-11,6097813762.895935
54581-08,4175834601.8605466
54584-05,3751417148.252107
54587-02,3708565144.898009
54589-11,5894066098.523285
54592-07,4294907691.650949
54595-04,4993659434.236888
54598-01,3375338942.2617884
54600-10,6181759252.730265
54603-07,3871242921.224679
54606-04,3405034922.807078
54609-01,4721412016.903412
54611-09,4299812533.944709
54614-06,3744196823.5648546
54617-03,3672148286.6013737
54619-12,5785149465.09769
54622-09,3269764074.3564396
54625-06,2781133881.0518456
54628-03,4211334408.9865937
54630-11,5157974826.609323
54633-08,5595829094.391042
54636-05,4893158531.781241
54639-02,4946889819.514836
54641-11,2908816275.010286
54644-08,2883227667.1961927
54647-05,4404971191.907026
54650-01,6976809188.41019
54652-10,5436827909.201311
54655-07,5057217166.675081
54658-04,8929831332.708796
54661-01,6589753118.84113
54663-10,6064643642.716231
54666-07,8743762682.841719
54669-03,9302239274.39612
54671-12,6886235196.646197
54674-09,6655264974.21376
54677-06,5584012914.113888
54680-03,3578667842.6952825
54682-12,5033968947.530573
54685-08,7215196795.656052
54688-05,6206043205.412278
54691-02,7338667639.751955
54693-11,7203741481.483637
54696-08,7330336009.190999
54699-05,4568927983.6507845
54702-02,3625136713.924704
54704-10,8356951609.998723
54707-07,11705770260.67216
54710-04,9964460007.304356
54713-01,7868786414.856212
54715-10,8694127253.576593
54718-07,3200350294.52687
54721-04,3970724799.9558167
54723-12,5672105805.772144
54726-09,6533428229.851051
54729-06,6275437160.958073
54732-03,6452892402.32427
54734-12,4353681483.987034
54737-09,1995917001.7395988
54740-06,2215007204.237991
54743-02,4101745483.129524
54745-11,4642843395.600282
54748-08,4086903621.9265537
54751-05,7554309475.307986
54754-02,6877621835.225796
54756-11,2178316065.622199
54759-08,2531545363.3077006
54762-04,4331666395.604673
54765-01,5065944973.464348
54767-10,3575041318.4497843
54770-07,4276025723.994783
54773-04,5126619487.86902
54776-01,2117395641.1269212
54778-10,3233393909.200977
54781-06,4957159176.816838
54784-03,6454151276.520069
54786-12,7833551674.485678
54789-09,6771209922.011917
54792-06,5849603405.682575
54795-03,5303038321.457483
54797-12,3994389493.325891
54800-08,6226304300.443864
54803-05,5740102554.920829
54806-02,7633404092.430692
54808-11,6461673165.239643
54811-08,9409862204.986904
54814-05,5240395528.908201
54817-01,4877535058.4127035
54819-10,8035052131.593452
54822-07,14758384309.854223
54825-04,12737719697.394009
54828-01,10323294543.880356
54830-10,6725273822.837806
54833-07,2827930561.0063796
54836-03,3074280132.053524
54838-12,6273920325.336827
54841-09,4758545355.786832
54844-06,4362538338.565324
54847-03,3785204632.0142207
54849-12,3588467560.373121
54852-09,1747627888.1295476
54855-05,2561165772.4957075
54858-02,5188798317.004153
54860-11,3823612603.8030014
54863-08,4368042618.500261
54866-05,3431724405.654768
54869-02,3003553172.229472
54871-11,3011990387.647429
54874-07,2679048565.5213013
54877-04,4096398587.357313
54880-01,4072651066.999406
54882-10,5123595199.505286
54885-07,3972607179.868572
54888-04,3432385161.660257
54891-01,2622504252.8664527
54893-09,3040020095.0511775
54896-06,4015334796.603721
54899-03,3717926010.340586
54901-12,3723206794.305466
54904-09,4009427525.030412
54907-06,4097973425.6973534
54910-03,2411933258.8486
54912-11,2663686104.0825615
54915-08,3844787581.481925
54918-05,4983896040.378995
54921-02,4779915721.484458
54923-11,3923378677.833748
54926-08,4308933187.65654
54929-05,2417851422.2131248
54932-01,1884666030.0992384
54934-10,2981094033.0138125
54937-07,4176995653.545711
54940-04,2638528723.736041
54943-01,2949612072.049303
54945-10,2720021933.978926
54948-07,1686757294.9926343
54951-03,2108857873.1916704
54953-12,2099037538.631794
54956-09,2918379509.5314097
54959-06,3210894236.8123903
54962-03,2671665748.0816226
54964-12,2726831056.725026
54967-09,1897047504.9188976
54970-05,1604793789.6772125
54973-02,2034683215.2678783
54975-11,2662765916.3256683
54978-08,3709833209.8453646
54981-05,2751080253.8177333
54984-02,3490305009.6881223
54986-10,1770201710.2089734
54989-07,2291925699.958545
54992-04,4590284350.546169
54995-01,3829247653.731105
54997-10,4586965947.26355
55000-07,8348431207.846009
55003-04,7061633461.444735
55005-12,8183071567.046188
55008-09,3710526606.1389647
55011-06,6168654053.042638
55014-03,5840585769.490093
55016-12,7399719195.246726
55019-09,5243024330.011201
55022-06,7256172889.71053
55025-03,7938935168.532013
55027-11,5775552321.544121
55030-08,6704191295.975681
55033-05,6721432962.573842
55036-02,7875590359.115837
55038-11,6664592468.337928
55041-08,6461707755.053915
55044-04,3408985411.316586
55047-01,6941922954.136407
55049-10,7020727239.059653
55052-07,6083858924.538485
55055-04,7212542002.3251
55058-01,8673696845.805109
55060-10,7806490899.914181
55063-06,3886777607.7960505
55066-03,4842463016.833934
55068-12,6076050768.117038
55071-09,7085929136.45685
55074-06,6457585647.820654
55077-03,9052973327.19716
55079-12,7369456394.906654
55082-08,3842000897.79758
55085-05,4469822441.4372015
55088-02,6404813758.2696295
55090-11,7938385476.792083
55093-08,8604133693.66317
55096-05,11074988148.779009
55099-02,11968532252.05733
55101-10,5339920389.516133
55104-07,7408745406.624343
55107-04,8561226688.07291
55110-01,9280992344.428871
55112-10,9101745945.990707
55115-07,9596083721.512953
55118-04,8087524100.39044
55120-12,4406286300.272117
55123-09,4716158181.22559
55126-06,6659785788.329373
55129-03,6172930936.037335
55131-12,7441571085.495409
55134-09,5603770010.239548
55137-06,7167184765.7436495
55140-02,2706422995.680256
55142-11,3473011455.187952
55145-08,4569102169.18569
55148-05,6517594938.246053
55151-02,6641171704.24242
55153-11,9403028764.707771
55156-08,12344992788.912497
55159-04,8651590672.468525
55162-01,8982418413.80114
55164-10,15824996078.60564
55167-07,17465307097.88407
55170-04,14291005743.897854
55173-01,10847330151.941006
55175-10,16476681071.24338
55178-06,10135945069.642626
55181-03,10264707987.594164
55183-12,13300424536.51492
55186-09,11760492716.33759
55189-06,6272099822.449624
55192-03,3591123573.1149583
55194-11,2403443392.0273013
55197-08,1397227639.2141378
55200-05,1380973402.9961202
55203-02,2407130888.034605
55205-11,2124533606.765556
55208-08,2519887866.2111588
55211-05,2808471938.6424427
55214-01,2203253311.777351
55216-10,860804237.452269
55219-07,1053600933.0676804
55222-04,2214361048.7823668
55225-01,1397141464.875036
55227-10,1721098539.066057
55230-07,1122713087.5561826
55233-03,691323748.9286413
55235-12,545324518.6860753
55238-09,913915923.6951956
55241-06,1955300943.1708305
55244-03,2046078278.0821176
55246-12,1863497606.1415305
55249-09,1571091101.1299677
55252-05,2323267494.38023
55255-02,772211097.614016
55257-11,801322926.1525651
55260-08,1675287761.4330356
55263-05,1861001491.9786973
55266-02,2541283888.3034472
55268-11,2198854031.424746
55271-07,2164667611.9354606
55274-04,989379475.3218232
55277-01,959389698.7572552
55279-10,1458406515.6404212
55282-07,1446329375.242731
55285-04,3719701461.909163
55288-01,2784859692.36462
55290-09,1590683771.668198
55293-06,599466910.0466621
55296-03,1172155267.8761897
55298-12,1828221138.95444
55301-09,1441733922.0116444
55304-06,1845961218.843244
55307-03,1233816136.1606576
55309-11,1709786814.901134
55312-08,1429517892.7805023
55315-05,865838535.326382
55318-02,1903052694.6684127
55320-11,1106923908.3058467
55323-08,1971173412.435502
55326-05,1295799109.011004
55329-01,1777052127.7310932
55331-10,612062852.0866882
55334-07,580801698.0002693
55337-04,1104633264.1315742
55340-01,900273404.6010331
55342-10,1159714527.6352637
55345-07,1330745572.694637
55348-03,772864757.1633048
55350-12,389225653.7451669
55353-09,575213570.2794422
55356-06,709594996.7242744
55359-03,1054565781.6023751
55361-12,1442636235.4543552
55364-08,984117789.7017612
55367-05,932817724.59401
55370-02,403337263.0344908
55372-11,1205762341.9704952
55375-08,1182678581.634669
55378-05,908653906.0072744
55381-02,1265952178.7798684
55383-10,1055132509.8658342
55386-07,983857061.640842
55389-04,450588672.4704081
55392-01,523747237.4389696
55394-10,1722665798.09203
55397-07,1797636024.0812123
55400-04,1589291467.5372326
55402-12,823023638.236875
55405-09,741158215.0539023
